Brand,Engine name,End_of_production,Price
Volkswagen,2.5 TDI V6 (180 Hp) 4MOTION Tiptronic,2004,21045
Volkswagen,2.5 TDI (180 Hp) 4MOTION,2004,32858
Volkswagen,2.5 TDI V6 (150 Hp) Tiptronic,0,15537
Volkswagen,2.5 TDI V6 (150 Hp),0,23945
Volkswagen,2.3 V5 (170 Hp) Tiptronic,2003,46777
Volkswagen,2.3 V5 (170 Hp) 4MOTION,2003,32772
Volkswagen,2.3 V5 (170 Hp),2003,39805
Volkswagen,2.0 20V (130 Hp),2004,10722
Volkswagen,1.9 TDI (130 Hp) Tiptronic,2005,13728
Volkswagen,1.9 TDI (130 Hp) Manual 6-speed,2005,39942
Volkswagen,1.9 TDI (130 Hp) Manual 5-speed,2005,37802
Volkswagen,1.9 TDI (130 Hp) 4MOTION,0,29121
Volkswagen,1.9 TDI (100 Hp) Automatic,2005,34284
Volkswagen,1.9 TDI (100 Hp),2005,37608
Volkswagen,1.8T 20V (170 Hp) Tiptronic,2005,38269
Volkswagen,1.8T 20V (170 Hp),2005,14500
Volkswagen,1.8 Turbo 20V (150 Hp) Tiptronic,2005,7787
Volkswagen,1.8 Turbo 20V (150 Hp),2005,36779
Volkswagen,1.6 (102 Hp),0,12759
Volkswagen,2.8 30V Syncro (193 Hp),2000,32617
Volkswagen,2.8 30V (193 Hp) Automatic,2000,10730
Volkswagen,2.8 30V (193 Hp),2000,17207
Volkswagen,2.5 TDI (150 Hp) Syncro,2000,35582
Volkswagen,2.5 TDI (150 Hp),2000,29925
Volkswagen,2.3 VR5 Syncro (150 Hp),2000,16419
Volkswagen,2.3 VR5 (150 Hp) Automatic,2000,45194
Volkswagen,2.3 VR5 (150 Hp),2000,21124
Volkswagen,2.0 i Syncro (116 Hp),2000,17135
Volkswagen,2.0 i (115 Hp),2000,22490
Volkswagen,1.9 TDI Syncro (130 Hp),2000,29322
Volkswagen,1.9 TDI (130 Hp),2000,14510
Volkswagen,1.9 TDI (115 Hp),2000,15826
Volkswagen,1.9 TDI Syncro (110 Hp),2000,9583
Volkswagen,1.9 TDI (110 Hp) Automatic,2000,10040
Volkswagen,1.9 TDI (110 Hp),2000,43425
Volkswagen,1.9 TDI (101 Hp) Automatic,2000,15966
Volkswagen,1.9 TDI (101 Hp),2000,39692
Volkswagen,1.9 TDI (90 Hp) Automatic,2000,5417
Volkswagen,1.9 TDI (90 Hp),2000,27716
Volkswagen,1.8 T 20V (150 Hp) Automatic,2000,20431
Volkswagen,1.8 T 20V (150 Hp),2000,41529
Volkswagen,1.8 20V Syncro (125 Hp),2000,38947
Volkswagen,1.8 20V (125 Hp) Automatic,2000,5858
Volkswagen,1.8 20V (125 Hp),2000,41311
Volkswagen,1.6 (101 Hp) Automatic,2000,15298
Volkswagen,1.6 (101 Hp),2000,44575
Volkswagen,2.8 V6 30V (193 Hp) Syncro Automatic,2000,18029
Volkswagen,2.8 V6 30V (193 Hp) Syncro,2000,30610
Volkswagen,2.8 V6 30V (193 Hp) Automatic,1998,24189
Volkswagen,2.8 V6 30V (193 Hp),1998,10898
Volkswagen,2.5 TDI (150 Hp) Syncro Automatic,2000,38988
Volkswagen,2.5 TDI (150 Hp) Syncro,2000,35582
Volkswagen,2.5 TDI (150 Hp),2000,29925
Volkswagen,2.3 VR5 (150 Hp) Syncro,2000,12088
Volkswagen,2.3 VR5 (150 Hp) Automatic,2000,45194
Volkswagen,2.3 VR5 (150 Hp),2000,21124
Volkswagen,2.0 i (115 Hp) Syncro,2000,41171
Volkswagen,2.0 i (115 Hp) Automatic,2000,46288
Volkswagen,2.0 i (115 Hp),2000,22490
Volkswagen,1.9 TDI (115 Hp),2000,15826
Volkswagen,1.9 TDI (110 Hp) Syncro,0,38747
Volkswagen,1.9 TDI (110 Hp) Automatic,2000,10040
Volkswagen,1.9 TDI (110 Hp),2000,43425
Volkswagen,1.9 TDI (101 Hp) Automatic,2000,15966
Volkswagen,1.9 TDI (101 Hp),2000,39692
Volkswagen,1.9 TDI (90 Hp) Automatic,0,43475
Volkswagen,1.9 TDI (90 Hp),0,27037
Volkswagen,1.8 T 20V (150 Hp) Automatic,2000,20431
Volkswagen,1.8 T 20V (150 Hp),2000,41529
Volkswagen,1.8 20V (125 Hp) Syncro,2000,47298
Volkswagen,1.8 20V (125 Hp) Automatic,2000,5858
Volkswagen,1.8 20V (125 Hp),2000,41311
Volkswagen,1.6 (101 Hp) Automatic,2000,15298
Volkswagen,1.6 (101 Hp),2000,44575
Volkswagen,2.9 VR6 (184 Hp) Syncro,1997,19905
Volkswagen,2.0 16V (150 Hp),1997,12079
Volkswagen,2.0 (115 Hp),1994,6609
Volkswagen,1.9 TDI (110 Hp),1997,37106
Volkswagen,1.9 TDI (90 Hp),1997,9371
Volkswagen,1.6 (100 Hp),1995,37338
Volkswagen,2.8 VR6 (174 Hp) Automatic,1996,46152
Volkswagen,2.8 VR6 (174 Hp),1996,6824
Volkswagen,2.0 16V (150 Hp),1996,24791
Volkswagen,2.0 (115 Hp),1994,6609
Volkswagen,1.9 TDI (110 Hp),1996,28731
Volkswagen,1.9 TDI (90 Hp),1996,33467
Volkswagen,1.8 (90 Hp) Automatic,1996,8491
Volkswagen,1.8 (90 Hp),1996,21374
Volkswagen,1.8 (75 Hp),1996,14716
Volkswagen,1.6 (100 Hp),1996,24186
Volkswagen,2.8 VR6 (174 Hp),1993,20634
Volkswagen,2.0 Syncro (115 Hp),1993,29579
Volkswagen,2.0 16V GT (136 Hp) Automatic,1993,17572
Volkswagen,2.0 16V GT (136 Hp),1993,42680
Volkswagen,2.0 (115 Hp) Automatic,1993,21681
Volkswagen,2.0 (115 Hp),1993,24791
Volkswagen,1.9 TD (75 Hp),1993,38183
Volkswagen,1.9 D (68 Hp),1993,26657
Volkswagen,1.8 16V (136 Hp),1989,12733
Volkswagen,1.8 (90 Hp),1993,25266
Volkswagen,1.8 (75 Hp),1993,6866
Volkswagen,1.8 (112 Hp),1990,38500
Volkswagen,1.8 (107 Hp),1991,12848
Volkswagen,1.6 TD (80 Hp),1993,27737
Volkswagen,1.6 (75 Hp),1990,33212
Volkswagen,1.6 (72 Hp),1991,24853
Volkswagen,2.8 VR6 (174 Hp),1993,20634
Volkswagen,2.0 Syncro (115 Hp),1993,29579
Volkswagen,2.0 16V (136 Hp) Automatic,1993,41996
Volkswagen,2.0 16V (136 Hp),1993,40768
Volkswagen,2.0 (115 Hp) Automatic,1993,21681
Volkswagen,2.0 (115 Hp),1993,24791
Volkswagen,1.9 TD (75 Hp),1993,38183
Volkswagen,1.9 D (68 Hp),1993,26657
Volkswagen,1.8 G60 Syncro (160 Hp),1991,33734
Volkswagen,1.8 G60 Syncro (160 Hp),1992,8299
Volkswagen,1.8 16V (136 Hp),1989,12733
Volkswagen,1.8 (90 Hp) Automatic,1993,11275
Volkswagen,1.8 (90 Hp),1993,25266
Volkswagen,1.8 (75 Hp),1993,6866
Volkswagen,1.8 (125 Hp),1993,27461
Volkswagen,1.8 (112 Hp),1990,38500
Volkswagen,1.8 (107 Hp),1990,33289
Volkswagen,1.6 TD (80 Hp),1993,27737
Volkswagen,1.6 (72 Hp),1991,24853
Volkswagen,2.2 (115 Hp),1988,27548
Volkswagen,1.8 (90 Hp),1988,36837
Volkswagen,1.8 (87 Hp),1988,40694
Volkswagen,1.6 TD (70 Hp),1988,49115
Volkswagen,1.6 (75 Hp),1988,8015
Volkswagen,1.6 (72 Hp),1988,47108
Volkswagen,1.6 (70 Hp),1988,41853
Volkswagen,2.2 Syncro (136 Hp),1988,41526
Volkswagen,2.2 Syncro (120 Hp),1988,22078
Volkswagen,2.2 (115 Hp),1988,27548
Volkswagen,2.0 Syncro (115 Hp),1988,47948
Volkswagen,2.0 (115 Hp),1988,13823
Volkswagen,1.9 (115 Hp),1983,15554
Volkswagen,1.8 Syncro (90 Hp),1988,46582
Volkswagen,1.8 (90 Hp),1988,36837
Volkswagen,1.8 (87 Hp),1988,40694
Volkswagen,1.8 (112 Hp),1984,35348
Volkswagen,1.6 TD (70 Hp),1988,49115
Volkswagen,1.6 D (54 Hp),1988,34727
Volkswagen,1.6 (85 Hp),1983,16902
Volkswagen,1.6 (75 Hp),1989,24739
Volkswagen,1.6 (72 Hp),1988,47108
Volkswagen,1.6 (70 Hp),1988,41853
Volkswagen,1.3 (60 Hp),1986,5211
Volkswagen,1.3 (55 Hp),1983,10692
Volkswagen,2.2 (136 Hp),1988,29354
Volkswagen,2.2 (115 Hp),1988,27548
Volkswagen,2.0 (115 Hp),1985,38550
Volkswagen,1.9 (115 Hp),1983,15554
Volkswagen,1.8 (90 Hp),1988,36837
Volkswagen,1.8 (87 Hp),1988,40694
Volkswagen,1.8 (112 Hp),1984,35348
Volkswagen,1.6 TD (80 Hp),1988,26627
Volkswagen,1.6 TD (70 Hp),1988,49115
Volkswagen,1.6 D (54 Hp),1988,34727
Volkswagen,1.6 (85 Hp),1982,45490
Volkswagen,1.6 (75 Hp),1988,8015
Volkswagen,1.6 (72 Hp),1988,47108
Volkswagen,1.6 (70 Hp),1988,41853
Volkswagen,1.3 (60 Hp),1986,5211
Volkswagen,1.3 (55 Hp),1983,10692
Volkswagen,1.6 (85 Hp),1980,32855
Volkswagen,1.6 (75 Hp),1975,43430
Volkswagen,1.5 D (50 Hp),1980,25849
Volkswagen,1.5 (86 Hp),1975,8408
Volkswagen,1.3 (55 Hp),1980,33906
Volkswagen,1.3 (55 Hp),1978,12835
Volkswagen,1.6 i (110 Hp),1980,49744
Volkswagen,1.6 D (54 Hp),1980,19058
Volkswagen,1.6 (85 Hp),1980,32855
Volkswagen,1.6 (75 Hp),1975,43430
Volkswagen,1.5 D (50 Hp),1980,25849
Volkswagen,1.5 (86 Hp),1975,8408
Volkswagen,1.5 (75 Hp),1980,6357
Volkswagen,1.3 (55 Hp),1980,33906
Volkswagen,1.3 (55 Hp),1978,12835
Volkswagen,3.6 V6 FSI (300 Hp) 4MOTION DSG,2015,20325
Volkswagen,2.0 TSI (210 Hp) DSG 5 Seat,2015,32206
Volkswagen,2.0 TSI (210 Hp) DSG,2015,6557
Volkswagen,2.0 TDI (184 Hp) DSG 5 Seat,0,44993
Volkswagen,2.0 TDI (184 Hp) DSG,0,16912
Volkswagen,2.0 TDI (184 Hp) 5 Seat,0,10269
Volkswagen,2.0 TDI (184 Hp),0,32411
Volkswagen,2.0 TDI (177 Hp) DSG 5 Seat,2015,29891
Volkswagen,2.0 TDI (177 Hp) DSG,2015,14560
Volkswagen,2.0 TDI (177 Hp) 5 Seat,2015,19217
Volkswagen,2.0 TDI (177 Hp) 4MOTION DSG 5 Seat,2015,37301
Volkswagen,2.0 TDI (177 Hp) 4MOTION DSG,2015,14822
Volkswagen,2.0 TDI (177 Hp),2015,22769
Volkswagen,2.0 TDI (150 Hp) DSG 5 Seat,0,6309
Volkswagen,2.0 TDI (150 Hp) DSG,0,25016
Volkswagen,2.0 TDI (150 Hp) 5 Seat,0,30843
Volkswagen,2.0 TDI (150 Hp),0,6991
Volkswagen,2.0 TDI (140 Hp) DSG SCR 5 Seat,2015,17092
Volkswagen,2.0 TDI (140 Hp) DSG SCR,2015,12222
Volkswagen,2.0 TDI (140 Hp) 4MOTION 5 Seat,2015,18831
Volkswagen,2.0 TDI (140 Hp) 4MOTION,2015,39045
Volkswagen,2.0 BlueTDI (140 Hp) DSG 5 Seat,2015,11540
Volkswagen,2.0 BlueTDI (140 Hp) DSG,2015,42513
Volkswagen,2.0 BlueTDI (140 Hp) 5 Seat,2015,15121
Volkswagen,2.0 BlueTDI (140 Hp),2015,36265
Volkswagen,1.4 TSI (160 Hp) DSG 5 Seat,2015,40638
Volkswagen,1.4 TSI (160 Hp) DSG,2015,40072
Volkswagen,1.4 TSI (160 Hp) 5 Seat,2015,31449
Volkswagen,1.4 TSI (160 Hp),2015,46801
Volkswagen,1.4 TSI (150 Hp) DSG 5 Seat,0,10830
Volkswagen,1.4 TSI (150 Hp) DSG,0,12616
Volkswagen,1.4 TSI (150 Hp) 5 Seat,0,48132
Volkswagen,1.4 TSI (150 Hp),0,14460
Volkswagen,3.6 V6 FSI (300 Hp) 4Motion DSG,2012,7994
Volkswagen,2.0 TSI (200 Hp) Tiptronic,0,31650
Volkswagen,2.0 TSI (200 Hp),0,47745
Volkswagen,2.0 TDI BMT (170 Hp) DSG,2012,43589
Volkswagen,2.0 TDI BMT (170 Hp) 4MOTION DSG,2012,28811
Volkswagen,2.0 TDI BMT (170 Hp),2012,24117
Volkswagen,2.0 TDI BMT (140 Hp) DSG,2012,12316
Volkswagen,2.0 TDI BMT (140 Hp) 4MOTION,0,19722
Volkswagen,2.0 TDI BMT (140 Hp),2012,35339
Volkswagen,2.0 TDI (140 Hp) DSG,2010,43962
Volkswagen,2.0 TDI (140 Hp),2010,49583
Volkswagen,1.8 TSI (160 Hp) DSG,0,8683
Volkswagen,1.8 TSI (160 Hp),0,42776
Volkswagen,1.8 TSI (152 Hp),0,32613
Volkswagen,6.0 W12 (450 Hp) 4MOTION,2011,5753
Volkswagen,4.2 V8 (335 Hp) 4MOTION,0,14380
Volkswagen,3.6 V6 (280 Hp) 4MOTION,0,6317
Volkswagen,3.0 V6 TDI (245 Hp) 4MOTION,0,8011
Volkswagen,3.0 V6 TDI (240 Hp) CR DPF 4MOTION,2013,31573
Volkswagen,6.0 W12 (450 Hp) 4MOTION Tiptronic,2011,10756
Volkswagen,4.2 V8 (335 Hp) 4MOTION,0,14380
Volkswagen,3.6 V6 (280 Hp) 4MOTION,0,6317
Volkswagen,3.0 V6 TDI (240 Hp) CR DPF 4MOTION,2013,31573
Volkswagen,6.0 W12 (450 Hp) Tiptronic 4Motion,2010,27852
Volkswagen,5.0 V10 TDI (313 Hp) 4Motion Automatic,2006,17130
Volkswagen,4.2 V8 (335 Hp) Tiptronic 4Motion,2008,41894
Volkswagen,3.2 V6 (241 Hp) Tiptronic 4Motion,2008,21610
Volkswagen,6.0 W12 48V (450 Hp) Tiptronic 4Motion,2010,18791
Volkswagen,6.0 W12 48V (420 Hp),2005,27838
Volkswagen,5.0 V10 TDI (313 Hp) 4Motion Automatic,2006,17130
Volkswagen,4.2 i V8 40V (335 Hp) Tiptronic 4Motion,2010,11788
Volkswagen,4.2 i V8 40V (335 Hp) Tiptronic 4Motion,2008,25440
Volkswagen,3.2 V6 (241 Hp) Tiptronic 4Motion,2008,21610
Volkswagen,3.2 V6 (241 Hp) Automatic,2008,13105
Volkswagen,3.2 V6 (241 Hp),2008,30059
Volkswagen,3.0 TDI (224 Hp),2006,32474
Volkswagen,1.8 i (100 Hp),2006,35762
Volkswagen,1.0 i (67 Hp),2006,14684
Volkswagen,1.0 TSI (110 Hp) DSG,2024,43831
Volkswagen,GTI 2.0 TSI (200 Hp) DSG,2020,32195
Volkswagen,GTI 2.0 TSI (200 Hp) DSG,2018,15886
Volkswagen,GTI 2.0 TSI (200 Hp),2020,12883
Volkswagen,1.6 TDI (95 Hp) DSG,2020,42701
Volkswagen,1.6 TDI (95 Hp),2020,30281
Volkswagen,1.6 TDI (80 Hp),0,13550
Volkswagen,1.5 TSI (150 Hp) DSG,2020,9720
Volkswagen,1.0 TSI (116 Hp) DSG,2020,7290
Volkswagen,1.0 TSI (116 Hp),2020,14245
Volkswagen,1.0 TSI (115 Hp) DSG,2018,24769
Volkswagen,1.0 TSI (115 Hp),2018,26227
Volkswagen,1.0 TSI (110 Hp) DSG,2020,43037
Volkswagen,1.0 TSI (110 Hp),2020,19025
Volkswagen,1.0 TSI (95 Hp) DSG,2021,20001
Volkswagen,1.0 TSI (95 Hp) DSG,2018,18674
Volkswagen,1.0 TSI (95 Hp),2021,24610
Volkswagen,1.0 TSI (95 Hp),2018,5432
Volkswagen,1.0 TGI (90 Hp) CNG,2021,49846
Volkswagen,1.0 TGI (90 Hp) CNG,2018,47735
Volkswagen,1.0 MPI (80 Hp),2021,17212
Volkswagen,1.0 (75 Hp),2018,8374
Volkswagen,1.0 (65 Hp),0,49470
Volkswagen,1.0 (65 Hp),2018,23033
Volkswagen,1.4 TDI (105 Hp),2017,23989
Volkswagen,1.4 TDI (90 Hp) DSG,2017,13557
Volkswagen,1.4 TDI (90 Hp),2017,16332
Volkswagen,1.2 TSI (110 Hp) DSG,2017,42529
Volkswagen,1.2 TSI (110 Hp),2017,25039
Volkswagen,1.2 TSI (90 Hp) DSG,2017,32534
Volkswagen,1.2 TSI (90 Hp),2017,28211
Volkswagen,1.0 TSI (110 Hp) DSG,2017,42096
Volkswagen,1.0 TSI (110 Hp),2017,39702
Volkswagen,1.6 MPI (110 Hp) Automatic,2017,31784
Volkswagen,1.6 MPI (110 Hp),2017,30490
Volkswagen,1.6 MPI (90 Hp),2017,12302
Volkswagen,1.4 TSI (125 Hp),2017,39120
Volkswagen,GTI 1.8 TSI (192 Hp) DSG,0,45562
Volkswagen,GTI 1.8 TSI (192 Hp),0,46889
Volkswagen,1.4 TDI BMT (105 Hp),0,29439
Volkswagen,1.4 TDI BMT (90 Hp) DSG,0,12365
Volkswagen,1.4 TDI BMT (90 Hp),0,8452
Volkswagen,1.4 TDI BMT (75 Hp),0,22687
Volkswagen,1.4 TDI (75 Hp) BlueMotion,0,6955
Volkswagen,1.4 TDI (75 Hp),0,25616
Volkswagen,1.2 TSI BMT (110 Hp) DSG,0,48771
Volkswagen,1.2 TSI BMT (110 Hp),0,11913
Volkswagen,1.2 TSI BMT (90 Hp) DSG,0,10871
Volkswagen,1.2 TSI BMT (90 Hp),0,25618
Volkswagen,1.0 TSI BMT (110 Hp) DSG,0,44766
Volkswagen,1.0 TSI BMT (110 Hp),0,10181
Volkswagen,1.0 TSI (95 Hp) BlueMotion DSG,0,16683
Volkswagen,1.0 TSI (95 Hp) BlueMotion,0,39055
Volkswagen,1.0 BMT (75 Hp),0,39013
Volkswagen,1.0 BMT (60 Hp),0,17753
Volkswagen,1.0 (75 Hp),0,37759
Volkswagen,1.0 (60 Hp),0,36355
Volkswagen,1.6 TDI (105 Hp),2014,12370
Volkswagen,1.6 TDI (90 Hp) DSG,2014,21916
Volkswagen,1.6 TDI (90 Hp),2014,28371
Volkswagen,1.6 TDI (75 Hp),2010,30748
Volkswagen,1.4 (85 Hp) DSG,2014,34532
Volkswagen,1.4 (85 Hp),2014,29186
Volkswagen,1.2 TSI (105 Hp) DSG,2014,22979
Volkswagen,1.2 TSI (105 Hp),2014,10710
Volkswagen,1.2 TSI (90 Hp) DSG,2014,43271
Volkswagen,1.2 TSI (90 Hp),2014,11740
Volkswagen,1.2 TDI (75 Hp),2013,24963
Volkswagen,1.2 (70 Hp),2013,37176
Volkswagen,GTI 1.4 TSI (180 Hp) DSG,2014,47006
Volkswagen,BlueGT 1.4 TSI ACT (140 Hp) DSG,0,26005
Volkswagen,BlueGT 1.4 TSI ACT (140 Hp),0,46526
Volkswagen,1.6 TDI (90 Hp) DSG,0,48070
Volkswagen,1.6 TDI (90 Hp),0,18912
Volkswagen,1.6 TDI (75 Hp),2010,30748
Volkswagen,1.4 (85 Hp) DSG,2014,34532
Volkswagen,1.4 (85 Hp),2014,29186
Volkswagen,1.2 TSI (105 Hp) DSG,0,24442
Volkswagen,1.2 TSI (105 Hp),0,19317
Volkswagen,1.2 TDI (75 Hp) BlueMotion,0,49060
Volkswagen,1.2 TDI (75 Hp),0,12184
Volkswagen,1.2 (70 Hp),2014,27821
Volkswagen,1.2 (60 Hp),0,9101
Volkswagen,GTI 1.4 TSI (180 Hp) DSG,2014,47006
Volkswagen,BlueGT 1.4 TSI ACT (140 Hp) DSG,0,26005
Volkswagen,BlueGT 1.4 TSI ACT (140 Hp),0,46526
Volkswagen,1.6 TDI (105 Hp),0,27425
Volkswagen,1.6 TDI BMT (90 Hp),0,9127
Volkswagen,1.6 TDI (90 Hp) DSG,0,48070
Volkswagen,1.6 TDI (90 Hp),0,18912
Volkswagen,1.6 TDI (75 Hp),2010,30748
Volkswagen,1.6 BiFuel (82 Hp) LPG,0,44827
Volkswagen,1.4 BiFuel (85/82 Hp) LPG,2010,46293
Volkswagen,1.4 (85 Hp) DSG,0,20079
Volkswagen,1.4 (85 Hp),2014,29186
Volkswagen,1.2 TSI (105 Hp) DSG,0,24442
Volkswagen,1.2 TSI (105 Hp),0,19317
Volkswagen,1.2 TSI BMT (90 Hp),0,25618
Volkswagen,1.2 TSI (90 Hp) DSG,0,6262
Volkswagen,1.2 TSI (90 Hp),0,36888
Volkswagen,1.2 TDI (75 Hp) BlueMotion,0,49060
Volkswagen,1.2 TDI (75 Hp),0,12184
Volkswagen,1.2 BMT (70 Hp),0,44029
Volkswagen,1.2 (70 Hp),2014,27821
Volkswagen,1.2 (60 Hp),2014,19428
Volkswagen,GTI Cup 1.8 (180 Hp) 5-d,2009,29542
Volkswagen,GTI Cup 1.8 (180 Hp) 3-d,2009,44812
Volkswagen,GTI 1.8 (150 Hp) 5-d,2009,32075
Volkswagen,GTI 1.8 (150 Hp) 3-d,2009,37347
Volkswagen,1.9 TDI (130 Hp) 5d,2009,45331
Volkswagen,1.9 TDI (130 Hp) 3-d,2009,19363
Volkswagen,1.9 TDI (100 Hp) 5-d,2009,10850
Volkswagen,1.9 TDI (100 Hp) 3-d,2009,16518
Volkswagen,1.6 (105 Hp) Tiptronic 5-d,2009,26270
Volkswagen,1.6 (105 Hp) Tiptronic 3-d,2009,42119
Volkswagen,1.6 (105 Hp) 5-d,2009,5809
Volkswagen,1.6 (105 Hp) 3-d,2009,38247
Volkswagen,1.4 TDI (80 Hp) 5-d,2009,37455
Volkswagen,1.4 TDI (80 Hp) 3-d,2009,35682
Volkswagen,1.4 TDI (70 Hp) 5-d,2009,30378
Volkswagen,1.4 TDI (70 Hp) 3dr.,2009,37363
Volkswagen,1.4 (80 Hp) Automatic 5d,2009,24321
Volkswagen,1.4 (80 Hp) Automatic 3-d,2009,34170
Volkswagen,1.4 (80 Hp) 5-d,2009,44972
Volkswagen,1.4 (80 Hp) 3-d,2009,21134
Volkswagen,1.2 (70 Hp) 5-d,2009,29419
Volkswagen,1.2 (70 Hp) 3-d,2009,41948
Volkswagen,1.9 TDI (100 Hp),2005,37608
Volkswagen,1.4 TDI (75 Hp),2005,23950
Volkswagen,1.4 i 16V (100 Hp),2005,7202
Volkswagen,1.4 i 16V (75 Hp),2005,17744
Volkswagen,1.4 FSI (86 Hp),2005,7754
Volkswagen,1.2 i 12V (64 Hp),2005,12531
Volkswagen,1.2 i (54 Hp),2005,17339
Volkswagen,1.9 TDI (130 Hp),2005,25965
Volkswagen,1.9 TDI (101 Hp),2005,18594
Volkswagen,1.9 SDI (64 Hp),2005,19203
Volkswagen,1.4 TDI (75 Hp),2005,23950
Volkswagen,1.4 FSI (86 Hp),2005,7754
Volkswagen,1.4 16V (101 Hp),2005,35360
Volkswagen,1.4 16V (75 Hp) Automatic,2005,39931
Volkswagen,1.4 16V (75 Hp),2005,28840
Volkswagen,1.2 i 12V (64 Hp),2005,12531
Volkswagen,1.2 i (54 Hp),2005,17339
Volkswagen,1.9 TDI (110 Hp),2000,43425
Volkswagen,1.9 TDI (90 Hp),2000,27716
Volkswagen,1.9 SDI (68 Hp),2000,39438
Volkswagen,1.9 SDI (64 Hp),2000,23713
Volkswagen,1.8 (90 Hp),2000,27344
Volkswagen,1.7 SDI (60 Hp),2000,13800
Volkswagen,1.6 (75 Hp),2000,15907
Volkswagen,1.6 (100 Hp) Automatic,2000,43598
Volkswagen,1.6 (100 Hp),2000,28906
Volkswagen,1.4 16V (75 Hp),2000,47607
Volkswagen,1.4 (60 Hp),2000,13967
Volkswagen,1.9 TDI (110 Hp),2000,43425
Volkswagen,1.9 TDI (90 Hp),2000,27716
Volkswagen,1.9 SDI (68 Hp),2000,39438
Volkswagen,1.7 SDI (60 Hp),2000,13800
Volkswagen,1.6 (75 Hp),2000,15907
Volkswagen,1.6 (101 Hp) Automatic,2000,15298
Volkswagen,1.6 (101 Hp),2000,44575
Volkswagen,1.4 16V (75 Hp),2000,47607
Volkswagen,1.4 (60 Hp),2000,13967
Volkswagen,1.4 (54 Hp),2000,27775
Volkswagen,1.9 SDI (64 Hp),2000,23713
Volkswagen,1.7 SDI (60 Hp),2000,13800
Volkswagen,1.6 16V GTI (125 Hp),2000,18991
Volkswagen,1.6 16V GTI (120 Hp),1999,37687
Volkswagen,1.6 (75 Hp),1999,8420
Volkswagen,1.4 16V (100 Hp),1999,16225
Volkswagen,1.4 (60 Hp),1999,9696
Volkswagen,1.3 (55 Hp),1995,25825
Volkswagen,1.0 (60 Hp),2000,45703
Volkswagen,1.0 (50 Hp),1999,23928
Volkswagen,1.0 (45 Hp),1996,20240
Volkswagen,1.4 D (48 Hp),1994,49938
Volkswagen,1.3 D (45 Hp),1990,20713
Volkswagen,1.3 CAT (75 Hp),1994,33646
Volkswagen,1.3 CAT (55 Hp),1992,44581
Volkswagen,1.3 (75 Hp),1989,27540
Volkswagen,1.3 (60 Hp),1981,18659
Volkswagen,1.3 (54 Hp),1988,16246
Volkswagen,1.1 (50 Hp),1983,31687
Volkswagen,1.0 CAT (45 Hp),1994,45816
Volkswagen,1.0 (45 Hp),1992,32713
Volkswagen,1.0 (40 Hp),1986,6334
Volkswagen,0.9 (39 Hp),1981,9497
Volkswagen,1.4 D (48 Hp),1994,49938
Volkswagen,1.3 G40 (115 Hp),1990,7098
Volkswagen,1.3 G40 (113 Hp),1994,33471
Volkswagen,1.3 D (45 Hp),1990,20713
Volkswagen,1.3 CAT (75 Hp),1994,33646
Volkswagen,1.3 CAT (55 Hp),1992,44581
Volkswagen,1.3 (75 Hp),1989,27540
Volkswagen,1.3 (60 Hp),1981,18659
Volkswagen,1.3 (54 Hp),1987,29514
Volkswagen,1.1 (50 Hp),1983,31687
Volkswagen,1.0 CAT (45 Hp),1994,45816
Volkswagen,1.0 (45 Hp),1992,32713
Volkswagen,1.0 (40 Hp),1986,6334
Volkswagen,1.3 G40 (116 Hp),1990,37045
Volkswagen,1.3 D (45 Hp),1990,20713
Volkswagen,1.3 (75 Hp),1990,49692
Volkswagen,1.3 (60 Hp),1981,18659
Volkswagen,1.3 (55 Hp),1987,32940
Volkswagen,1.1 (50 Hp),1983,31687
Volkswagen,1.0 (45 Hp),1990,43343
Volkswagen,1.0 (40 Hp),1985,10486
Volkswagen,1.3 (60 Hp),1981,18659
Volkswagen,1.1 (60 Hp),1981,31886
Volkswagen,1.1 (50 Hp),1981,20257
Volkswagen,0.9 (40 Hp),1981,39618
Volkswagen,1.6 (105 Hp),2017,23493
Volkswagen,1.4 (86 Hp) Tiptronic,2017,45983
Volkswagen,1.4 (86 Hp),2017,9096
Volkswagen,1.4 (75 Hp),2017,7534
Volkswagen,1.6 (105 Hp),2017,23493
Volkswagen,1.4 (86 Hp) Tiptronic,2017,45983
Volkswagen,1.4 (86 Hp),2017,9096
Volkswagen,1.4 (75 Hp),2017,7534
Volkswagen,2.5 (170 Hp) Tiptronic,2009,18604
Volkswagen,2.5 (150 Hp) Tiptronic,2007,40691
Volkswagen,2.5 (170 Hp) Tiptronic,2009,18604
Volkswagen,2.5 (170 Hp),2009,46856
Volkswagen,2.5 (150 Hp) Tiptronic,2007,40691
Volkswagen,2.5 (150 Hp),2007,28352
Volkswagen,4.0 V6 (251 Hp) Automatic,2010,28901
Volkswagen,3.8 V6 (197 Hp) Automatic,2010,16549
Volkswagen,3.6 V6 (283 Hp) Automatic,2013,49081
Volkswagen,2.0 (115 Hp),1988,13823
Volkswagen,1.9 (115 Hp),1983,15554
Volkswagen,1.8 (90 Hp),0,37210
Volkswagen,1.6 TD (70 Hp),0,46181
Volkswagen,1.6 D (54 Hp),0,8074
Volkswagen,1.6 (85 Hp),1982,45490
Volkswagen,1.6 (75 Hp),0,25685
